date,state,attribute,value,date_us
7/05/2020 0:00,Tasmania,Hospital,8,7/05/2020
7/05/2020 0:00,Tasmania,ICU,1,7/05/2020
7/05/2020 0:00,Tasmania,Ventilator,1,7/05/2020
7/05/2020 0:00,Victoria,Hospital,8,7/05/2020
7/05/2020 0:00,Victoria,ICU,6,7/05/2020
7/05/2020 0:00,Victoria,Ventilator,5,7/05/2020
7/05/2020 0:00,Western Australia,Hospital,6,7/05/2020
7/05/2020 0:00,Western Australia,ICU,3,7/05/2020
7/05/2020 0:00,Western Australia,Ventilator,0,7/05/2020
8/05/2020 0:00,NA,Hospital,56,8/05/2020
8/05/2020 0:00,NA,ICU,21,8/05/2020
8/05/2020 0:00,NA,Ventilator,16,8/05/2020
8/05/2020 0:00,Australian Capital Territory,Hospital,0,8/05/2020
8/05/2020 0:00,Australian Capital Territory,ICU,0,8/05/2020
8/05/2020 0:00,Australian Capital Territory,Ventilator,0,8/05/2020
8/05/2020 0:00,New South Wales,Hospital,23,8/05/2020
8/05/2020 0:00,New South Wales,ICU,10,8/05/2020
8/05/2020 0:00,New South Wales,Ventilator,8,8/05/2020
8/05/2020 0:00,Northern Territory,Hospital,2,8/05/2020
8/05/2020 0:00,Northern Territory,ICU,0,8/05/2020
8/05/2020 0:00,Northern Territory,Ventilator,0,8/05/2020
8/05/2020 0:00,Queensland,Hospital,9,8/05/2020
8/05/2020 0:00,Queensland,ICU,3,8/05/2020
8/05/2020 0:00,Queensland,Ventilator,3,8/05/2020
8/05/2020 0:00,South Australia,Hospital,2,8/05/2020
8/05/2020 0:00,South Australia,ICU,0,8/05/2020
8/05/2020 0:00,South Australia,Ventilator,0,8/05/2020
8/05/2020 0:00,Tasmania,Hospital,8,8/05/2020
8/05/2020 0:00,Tasmania,ICU,1,8/05/2020
8/05/2020 0:00,Tasmania,Ventilator,1,8/05/2020
8/05/2020 0:00,Victoria,Hospital,8,8/05/2020
8/05/2020 0:00,Victoria,ICU,6,8/05/2020
8/05/2020 0:00,Victoria,Ventilator,4,8/05/2020
8/05/2020 0:00,Western Australia,Hospital,4,8/05/2020
8/05/2020 0:00,Western Australia,ICU,1,8/05/2020
8/05/2020 0:00,Western Australia,Ventilator,0,8/05/2020
9/05/2020 0:00,NA,Hospital,51,9/05/2020
9/05/2020 0:00,NA,ICU,19,9/05/2020
9/05/2020 0:00,NA,Ventilator,15,9/05/2020
9/05/2020 0:00,Australian Capital Territory,Hospital,0,9/05/2020
9/05/2020 0:00,Australian Capital Territory,ICU,0,9/05/2020
9/05/2020 0:00,Australian Capital Territory,Ventilator,0,9/05/2020
9/05/2020 0:00,New South Wales,Hospital,20,9/05/2020
9/05/2020 0:00,New South Wales,ICU,8,9/05/2020
9/05/2020 0:00,New South Wales,Ventilator,7,9/05/2020
9/05/2020 0:00,Northern Territory,Hospital,2,9/05/2020
9/05/2020 0:00,Northern Territory,ICU,0,9/05/2020
9/05/2020 0:00,Northern Territory,Ventilator,0,9/05/2020
9/05/2020 0:00,Queensland,Hospital,9,9/05/2020
9/05/2020 0:00,Queensland,ICU,3,9/05/2020
9/05/2020 0:00,Queensland,Ventilator,3,9/05/2020
9/05/2020 0:00,South Australia,Hospital,1,9/05/2020
9/05/2020 0:00,South Australia,ICU,0,9/05/2020
9/05/2020 0:00,South Australia,Ventilator,0,9/05/2020
9/05/2020 0:00,Tasmania,Hospital,8,9/05/2020
9/05/2020 0:00,Tasmania,ICU,1,9/05/2020
9/05/2020 0:00,Tasmania,Ventilator,1,9/05/2020
9/05/2020 0:00,Victoria,Hospital,7,9/05/2020
9/05/2020 0:00,Victoria,ICU,6,9/05/2020
9/05/2020 0:00,Victoria,Ventilator,4,9/05/2020
9/05/2020 0:00,Western Australia,Hospital,4,9/05/2020
9/05/2020 0:00,Western Australia,ICU,1,9/05/2020
9/05/2020 0:00,Western Australia,Ventilator,0,9/05/2020
10/05/2020 0:00,NA,Hospital,43,10/05/2020
10/05/2020 0:00,NA,ICU,18,10/05/2020
10/05/2020 0:00,NA,Ventilator,15,10/05/2020
10/05/2020 0:00,Australian Capital Territory,Hospital,0,10/05/2020
10/05/2020 0:00,Australian Capital Territory,ICU,0,10/05/2020
10/05/2020 0:00,Australian Capital Territory,Ventilator,0,10/05/2020
10/05/2020 0:00,New South Wales,Hospital,13,10/05/2020
10/05/2020 0:00,New South Wales,ICU,8,10/05/2020
10/05/2020 0:00,New South Wales,Ventilator,7,10/05/2020
10/05/2020 0:00,Northern Territory,Hospital,2,10/05/2020
10/05/2020 0:00,Northern Territory,ICU,0,10/05/2020
10/05/2020 0:00,Northern Territory,Ventilator,0,10/05/2020
10/05/2020 0:00,Queensland,Hospital,8,10/05/2020
10/05/2020 0:00,Queensland,ICU,3,10/05/2020
10/05/2020 0:00,Queensland,Ventilator,3,10/05/2020
10/05/2020 0:00,South Australia,Hospital,1,10/05/2020
10/05/2020 0:00,South Australia,ICU,0,10/05/2020
10/05/2020 0:00,South Australia,Ventilator,0,10/05/2020
10/05/2020 0:00,Tasmania,Hospital,8,10/05/2020
10/05/2020 0:00,Tasmania,ICU,1,10/05/2020
10/05/2020 0:00,Tasmania,Ventilator,1,10/05/2020
10/05/2020 0:00,Victoria,Hospital,7,10/05/2020
10/05/2020 0:00,Victoria,ICU,5,10/05/2020
10/05/2020 0:00,Victoria,Ventilator,4,10/05/2020
10/05/2020 0:00,Western Australia,Hospital,4,10/05/2020
10/05/2020 0:00,Western Australia,ICU,1,10/05/2020
10/05/2020 0:00,Western Australia,Ventilator,0,10/05/2020
11/05/2020 0:00,NA,Hospital,49,11/05/2020
11/05/2020 0:00,NA,ICU,16,11/05/2020
11/05/2020 0:00,NA,Ventilator,14,11/05/2020
11/05/2020 0:00,Australian Capital Territory,Hospital,0,11/05/2020
11/05/2020 0:00,Australian Capital Territory,ICU,0,11/05/2020
11/05/2020 0:00,Australian Capital Territory,Ventilator,0,11/05/2020
11/05/2020 0:00,New South Wales,Hospital,20,11/05/2020
11/05/2020 0:00,New South Wales,ICU,7,11/05/2020
11/05/2020 0:00,New South Wales,Ventilator,7,11/05/2020
11/05/2020 0:00,Northern Territory,Hospital,2,11/05/2020
11/05/2020 0:00,Northern Territory,ICU,0,11/05/2020
11/05/2020 0:00,Northern Territory,Ventilator,0,11/05/2020
11/05/2020 0:00,Queensland,Hospital,7,11/05/2020
11/05/2020 0:00,Queensland,ICU,3,11/05/2020
11/05/2020 0:00,Queensland,Ventilator,3,11/05/2020
11/05/2020 0:00,South Australia,Hospital,1,11/05/2020
11/05/2020 0:00,South Australia,ICU,0,11/05/2020
11/05/2020 0:00,South Australia,Ventilator,0,11/05/2020
11/05/2020 0:00,Tasmania,Hospital,8,11/05/2020
11/05/2020 0:00,Tasmania,ICU,0,11/05/2020
11/05/2020 0:00,Tasmania,Ventilator,0,11/05/2020
11/05/2020 0:00,Victoria,Hospital,7,11/05/2020
11/05/2020 0:00,Victoria,ICU,5,11/05/2020
11/05/2020 0:00,Victoria,Ventilator,4,11/05/2020
11/05/2020 0:00,Western Australia,Hospital,4,11/05/2020
11/05/2020 0:00,Western Australia,ICU,1,11/05/2020
11/05/2020 0:00,Western Australia,Ventilator,0,11/05/2020
12/05/2020 0:00,NA,Hospital,47,12/05/2020
12/05/2020 0:00,NA,ICU,16,12/05/2020
12/05/2020 0:00,NA,Ventilator,15,12/05/2020
12/05/2020 0:00,Australian Capital Territory,Hospital,0,12/05/2020
12/05/2020 0:00,Australian Capital Territory,ICU,0,12/05/2020
12/05/2020 0:00,Australian Capital Territory,Ventilator,0,12/05/2020
12/05/2020 0:00,New South Wales,Hospital,19,12/05/2020
12/05/2020 0:00,New South Wales,ICU,8,12/05/2020
12/05/2020 0:00,New South Wales,Ventilator,8,12/05/2020
12/05/2020 0:00,Northern Territory,Hospital,2,12/05/2020
12/05/2020 0:00,Northern Territory,ICU,0,12/05/2020
12/05/2020 0:00,Northern Territory,Ventilator,0,12/05/2020
12/05/2020 0:00,Queensland,Hospital,7,12/05/2020
12/05/2020 0:00,Queensland,ICU,3,12/05/2020
12/05/2020 0:00,Queensland,Ventilator,3,12/05/2020
12/05/2020 0:00,South Australia,Hospital,1,12/05/2020
12/05/2020 0:00,South Australia,ICU,0,12/05/2020
12/05/2020 0:00,South Australia,Ventilator,0,12/05/2020
12/05/2020 0:00,Tasmania,Hospital,8,12/05/2020
12/05/2020 0:00,Tasmania,ICU,0,12/05/2020
12/05/2020 0:00,Tasmania,Ventilator,0,12/05/2020
12/05/2020 0:00,Victoria,Hospital,8,12/05/2020
12/05/2020 0:00,Victoria,ICU,4,12/05/2020
12/05/2020 0:00,Victoria,Ventilator,4,12/05/2020
12/05/2020 0:00,Western Australia,Hospital,2,12/05/2020
12/05/2020 0:00,Western Australia,ICU,1,12/05/2020
12/05/2020 0:00,Western Australia,Ventilator,0,12/05/2020
13/05/2020 0:00,NA,Hospital,50,13/05/2020
13/05/2020 0:00,NA,ICU,17,13/05/2020
13/05/2020 0:00,NA,Ventilator,14,13/05/2020
13/05/2020 0:00,Australian Capital Territory,Hospital,0,13/05/2020
13/05/2020 0:00,Australian Capital Territory,ICU,0,13/05/2020
13/05/2020 0:00,Australian Capital Territory,Ventilator,0,13/05/2020
13/05/2020 0:00,New South Wales,Hospital,22,13/05/2020
13/05/2020 0:00,New South Wales,ICU,7,13/05/2020
13/05/2020 0:00,New South Wales,Ventilator,7,13/05/2020
13/05/2020 0:00,Northern Territory,Hospital,2,13/05/2020
13/05/2020 0:00,Northern Territory,ICU,0,13/05/2020
13/05/2020 0:00,Northern Territory,Ventilator,0,13/05/2020
13/05/2020 0:00,Queensland,Hospital,7,13/05/2020
13/05/2020 0:00,Queensland,ICU,3,13/05/2020
13/05/2020 0:00,Queensland,Ventilator,3,13/05/2020
13/05/2020 0:00,South Australia,Hospital,1,13/05/2020
13/05/2020 0:00,South Australia,ICU,0,13/05/2020
13/05/2020 0:00,South Australia,Ventilator,0,13/05/2020
13/05/2020 0:00,Tasmania,Hospital,8,13/05/2020
13/05/2020 0:00,Tasmania,ICU,0,13/05/2020
13/05/2020 0:00,Tasmania,Ventilator,0,13/05/2020
13/05/2020 0:00,Victoria,Hospital,9,13/05/2020
13/05/2020 0:00,Victoria,ICU,6,13/05/2020
13/05/2020 0:00,Victoria,Ventilator,4,13/05/2020
13/05/2020 0:00,Western Australia,Hospital,1,13/05/2020
13/05/2020 0:00,Western Australia,ICU,1,13/05/2020
13/05/2020 0:00,Western Australia,Ventilator,0,13/05/2020
14/05/2020 0:00,NA,Hospital,51,14/05/2020
14/05/2020 0:00,NA,ICU,18,14/05/2020
14/05/2020 0:00,NA,Ventilator,13,14/05/2020
14/05/2020 0:00,Australian Capital Territory,Hospital,0,14/05/2020
14/05/2020 0:00,Australian Capital Territory,ICU,0,14/05/2020
14/05/2020 0:00,Australian Capital Territory,Ventilator,0,14/05/2020
14/05/2020 0:00,New South Wales,Hospital,23,14/05/2020
14/05/2020 0:00,New South Wales,ICU,8,14/05/2020
14/05/2020 0:00,New South Wales,Ventilator,6,14/05/2020
14/05/2020 0:00,Northern Territory,Hospital,2,14/05/2020
14/05/2020 0:00,Northern Territory,ICU,0,14/05/2020
14/05/2020 0:00,Northern Territory,Ventilator,0,14/05/2020
14/05/2020 0:00,Queensland,Hospital,7,14/05/2020
14/05/2020 0:00,Queensland,ICU,3,14/05/2020
14/05/2020 0:00,Queensland,Ventilator,3,14/05/2020
14/05/2020 0:00,South Australia,Hospital,1,14/05/2020
14/05/2020 0:00,South Australia,ICU,0,14/05/2020
14/05/2020 0:00,South Australia,Ventilator,0,14/05/2020
14/05/2020 0:00,Tasmania,Hospital,8,14/05/2020
14/05/2020 0:00,Tasmania,ICU,0,14/05/2020
14/05/2020 0:00,Tasmania,Ventilator,0,14/05/2020
14/05/2020 0:00,Victoria,Hospital,9,14/05/2020
14/05/2020 0:00,Victoria,ICU,6,14/05/2020
14/05/2020 0:00,Victoria,Ventilator,4,14/05/2020
14/05/2020 0:00,Western Australia,Hospital,1,14/05/2020
14/05/2020 0:00,Western Australia,ICU,1,14/05/2020
14/05/2020 0:00,Western Australia,Ventilator,0,14/05/2020
15/05/2020 0:00,NA,Hospital,47,15/05/2020
15/05/2020 0:00,NA,ICU,18,15/05/2020
15/05/2020 0:00,NA,Ventilator,13,15/05/2020
15/05/2020 0:00,Australian Capital Territory,Hospital,0,15/05/2020
15/05/2020 0:00,Australian Capital Territory,ICU,0,15/05/2020
15/05/2020 0:00,Australian Capital Territory,Ventilator,0,15/05/2020
15/05/2020 0:00,New South Wales,Hospital,22,15/05/2020
15/05/2020 0:00,New South Wales,ICU,7,15/05/2020
15/05/2020 0:00,New South Wales,Ventilator,5,15/05/2020
15/05/2020 0:00,Northern Territory,Hospital,2,15/05/2020
15/05/2020 0:00,Northern Territory,ICU,0,15/05/2020
15/05/2020 0:00,Northern Territory,Ventilator,0,15/05/2020
15/05/2020 0:00,Queensland,Hospital,6,15/05/2020
15/05/2020 0:00,Queensland,ICU,3,15/05/2020
15/05/2020 0:00,Queensland,Ventilator,3,15/05/2020
15/05/2020 0:00,South Australia,Hospital,1,15/05/2020
15/05/2020 0:00,South Australia,ICU,0,15/05/2020
15/05/2020 0:00,South Australia,Ventilator,0,15/05/2020
15/05/2020 0:00,Tasmania,Hospital,6,15/05/2020
15/05/2020 0:00,Tasmania,ICU,0,15/05/2020
15/05/2020 0:00,Tasmania,Ventilator,0,15/05/2020
15/05/2020 0:00,Victoria,Hospital,9,15/05/2020
15/05/2020 0:00,Victoria,ICU,7,15/05/2020
15/05/2020 0:00,Victoria,Ventilator,5,15/05/2020
15/05/2020 0:00,Western Australia,Hospital,1,15/05/2020
15/05/2020 0:00,Western Australia,ICU,1,15/05/2020
15/05/2020 0:00,Western Australia,Ventilator,0,15/05/2020
16/05/2020 0:00,NA,Hospital,49,16/05/2020
16/05/2020 0:00,NA,ICU,16,16/05/2020
16/05/2020 0:00,NA,Ventilator,12,16/05/2020
16/05/2020 0:00,Australian Capital Territory,Hospital,0,16/05/2020
16/05/2020 0:00,Australian Capital Territory,ICU,0,16/05/2020
16/05/2020 0:00,Australian Capital Territory,Ventilator,0,16/05/2020
16/05/2020 0:00,New South Wales,Hospital,22,16/05/2020
16/05/2020 0:00,New South Wales,ICU,6,16/05/2020
16/05/2020 0:00,New South Wales,Ventilator,3,16/05/2020
16/05/2020 0:00,Northern Territory,Hospital,2,16/05/2020
16/05/2020 0:00,Northern Territory,ICU,0,16/05/2020
16/05/2020 0:00,Northern Territory,Ventilator,0,16/05/2020
16/05/2020 0:00,Queensland,Hospital,5,16/05/2020
16/05/2020 0:00,Queensland,ICU,3,16/05/2020
16/05/2020 0:00,Queensland,Ventilator,3,16/05/2020
16/05/2020 0:00,South Australia,Hospital,1,16/05/2020
16/05/2020 0:00,South Australia,ICU,0,16/05/2020
16/05/2020 0:00,South Australia,Ventilator,0,16/05/2020
16/05/2020 0:00,Tasmania,Hospital,7,16/05/2020
16/05/2020 0:00,Tasmania,ICU,0,16/05/2020
16/05/2020 0:00,Tasmania,Ventilator,0,16/05/2020
16/05/2020 0:00,Victoria,Hospital,11,16/05/2020
16/05/2020 0:00,Victoria,ICU,7,16/05/2020
16/05/2020 0:00,Victoria,Ventilator,6,16/05/2020
16/05/2020 0:00,Western Australia,Hospital,1,16/05/2020
16/05/2020 0:00,Western Australia,ICU,0,16/05/2020
16/05/2020 0:00,Western Australia,Ventilator,0,16/05/2020
17/05/2020 0:00,NA,Hospital,50,17/05/2020
17/05/2020 0:00,NA,ICU,16,17/05/2020
17/05/2020 0:00,NA,Ventilator,12,17/05/2020
17/05/2020 0:00,Australian Capital Territory,Hospital,0,17/05/2020
17/05/2020 0:00,Australian Capital Territory,ICU,0,17/05/2020
17/05/2020 0:00,Australian Capital Territory,Ventilator,0,17/05/2020
17/05/2020 0:00,New South Wales,Hospital,22,17/05/2020
17/05/2020 0:00,New South Wales,ICU,7,17/05/2020
17/05/2020 0:00,New South Wales,Ventilator,4,17/05/2020
17/05/2020 0:00,Northern Territory,Hospital,2,17/05/2020
17/05/2020 0:00,Northern Territory,ICU,0,17/05/2020
17/05/2020 0:00,Northern Territory,Ventilator,0,17/05/2020
17/05/2020 0:00,Queensland,Hospital,5,17/05/2020
17/05/2020 0:00,Queensland,ICU,2,17/05/2020
17/05/2020 0:00,Queensland,Ventilator,2,17/05/2020
17/05/2020 0:00,South Australia,Hospital,1,17/05/2020
17/05/2020 0:00,South Australia,ICU,0,17/05/2020
17/05/2020 0:00,South Australia,Ventilator,0,17/05/2020
17/05/2020 0:00,Tasmania,Hospital,8,17/05/2020
17/05/2020 0:00,Tasmania,ICU,0,17/05/2020
17/05/2020 0:00,Tasmania,Ventilator,0,17/05/2020
17/05/2020 0:00,Victoria,Hospital,11,17/05/2020
17/05/2020 0:00,Victoria,ICU,7,17/05/2020
17/05/2020 0:00,Victoria,Ventilator,6,17/05/2020
17/05/2020 0:00,Western Australia,Hospital,1,17/05/2020
17/05/2020 0:00,Western Australia,ICU,0,17/05/2020
17/05/2020 0:00,Western Australia,Ventilator,0,17/05/2020
18/05/2020 0:00,NA,Hospital,45,18/05/2020
18/05/2020 0:00,NA,ICU,12,18/05/2020
18/05/2020 0:00,NA,Ventilator,7,18/05/2020
18/05/2020 0:00,Australian Capital Territory,Hospital,0,18/05/2020
18/05/2020 0:00,Australian Capital Territory,ICU,0,18/05/2020
18/05/2020 0:00,Australian Capital Territory,Ventilator,0,18/05/2020
18/05/2020 0:00,New South Wales,Hospital,22,18/05/2020
18/05/2020 0:00,New South Wales,ICU,6,18/05/2020
18/05/2020 0:00,New South Wales,Ventilator,2,18/05/2020
18/05/2020 0:00,Northern Territory,Hospital,2,18/05/2020
18/05/2020 0:00,Northern Territory,ICU,0,18/05/2020
18/05/2020 0:00,Northern Territory,Ventilator,0,18/05/2020
18/05/2020 0:00,Queensland,Hospital,4,18/05/2020
18/05/2020 0:00,Queensland,ICU,1,18/05/2020
18/05/2020 0:00,Queensland,Ventilator,1,18/05/2020
18/05/2020 0:00,South Australia,Hospital,1,18/05/2020
18/05/2020 0:00,South Australia,ICU,0,18/05/2020
18/05/2020 0:00,South Australia,Ventilator,0,18/05/2020
18/05/2020 0:00,Tasmania,Hospital,6,18/05/2020
18/05/2020 0:00,Tasmania,ICU,0,18/05/2020
18/05/2020 0:00,Tasmania,Ventilator,0,18/05/2020
18/05/2020 0:00,Victoria,Hospital,9,18/05/2020
18/05/2020 0:00,Victoria,ICU,5,18/05/2020
18/05/2020 0:00,Victoria,Ventilator,4,18/05/2020
18/05/2020 0:00,Western Australia,Hospital,1,18/05/2020
18/05/2020 0:00,Western Australia,ICU,0,18/05/2020
18/05/2020 0:00,Western Australia,Ventilator,0,18/05/2020
19/05/2020 0:00,NA,Hospital,47,19/05/2020
19/05/2020 0:00,NA,ICU,11,19/05/2020
19/05/2020 0:00,NA,Ventilator,7,19/05/2020
19/05/2020 0:00,Australian Capital Territory,Hospital,0,19/05/2020
19/05/2020 0:00,Australian Capital Territory,ICU,0,19/05/2020
19/05/2020 0:00,Australian Capital Territory,Ventilator,0,19/05/2020
19/05/2020 0:00,New South Wales,Hospital,22,19/05/2020
19/05/2020 0:00,New South Wales,ICU,5,19/05/2020
19/05/2020 0:00,New South Wales,Ventilator,2,19/05/2020
19/05/2020 0:00,Northern Territory,Hospital,2,19/05/2020
19/05/2020 0:00,Northern Territory,ICU,0,19/05/2020
19/05/2020 0:00,Northern Territory,Ventilator,0,19/05/2020
19/05/2020 0:00,Queensland,Hospital,4,19/05/2020
19/05/2020 0:00,Queensland,ICU,1,19/05/2020
19/05/2020 0:00,Queensland,Ventilator,1,19/05/2020
19/05/2020 0:00,South Australia,Hospital,1,19/05/2020
19/05/2020 0:00,South Australia,ICU,0,19/05/2020
19/05/2020 0:00,South Australia,Ventilator,0,19/05/2020
19/05/2020 0:00,Tasmania,Hospital,6,19/05/2020
19/05/2020 0:00,Tasmania,ICU,0,19/05/2020
19/05/2020 0:00,Tasmania,Ventilator,0,19/05/2020
19/05/2020 0:00,Victoria,Hospital,11,19/05/2020
19/05/2020 0:00,Victoria,ICU,5,19/05/2020
19/05/2020 0:00,Victoria,Ventilator,4,19/05/2020
19/05/2020 0:00,Western Australia,Hospital,1,19/05/2020
19/05/2020 0:00,Western Australia,ICU,0,19/05/2020
19/05/2020 0:00,Western Australia,Ventilator,0,19/05/2020
20/05/2020 0:00,NA,Hospital,44,20/05/2020
20/05/2020 0:00,NA,ICU,9,20/05/2020
20/05/2020 0:00,NA,Ventilator,7,20/05/2020
20/05/2020 0:00,Australian Capital Territory,Hospital,0,20/05/2020
20/05/2020 0:00,Australian Capital Territory,ICU,0,20/05/2020
20/05/2020 0:00,Australian Capital Territory,Ventilator,0,20/05/2020
20/05/2020 0:00,New South Wales,Hospital,20,20/05/2020
20/05/2020 0:00,New South Wales,ICU,3,20/05/2020
20/05/2020 0:00,New South Wales,Ventilator,2,20/05/2020
20/05/2020 0:00,Northern Territory,Hospital,2,20/05/2020
20/05/2020 0:00,Northern Territory,ICU,0,20/05/2020
20/05/2020 0:00,Northern Territory,Ventilator,0,20/05/2020
20/05/2020 0:00,Queensland,Hospital,4,20/05/2020
20/05/2020 0:00,Queensland,ICU,1,20/05/2020
20/05/2020 0:00,Queensland,Ventilator,1,20/05/2020
20/05/2020 0:00,South Australia,Hospital,1,20/05/2020
20/05/2020 0:00,South Australia,ICU,0,20/05/2020
20/05/2020 0:00,South Australia,Ventilator,0,20/05/2020
20/05/2020 0:00,Tasmania,Hospital,6,20/05/2020
20/05/2020 0:00,Tasmania,ICU,0,20/05/2020
20/05/2020 0:00,Tasmania,Ventilator,0,20/05/2020
20/05/2020 0:00,Victoria,Hospital,10,20/05/2020
20/05/2020 0:00,Victoria,ICU,5,20/05/2020
20/05/2020 0:00,Victoria,Ventilator,4,20/05/2020
20/05/2020 0:00,Western Australia,Hospital,1,20/05/2020
20/05/2020 0:00,Western Australia,ICU,0,20/05/2020
20/05/2020 0:00,Western Australia,Ventilator,0,20/05/2020
21/05/2020 0:00,NA,Hospital,41,21/05/2020
21/05/2020 0:00,NA,ICU,9,21/05/2020
21/05/2020 0:00,NA,Ventilator,7,21/05/2020
21/05/2020 0:00,Australian Capital Territory,Hospital,0,21/05/2020
21/05/2020 0:00,Australian Capital Territory,ICU,0,21/05/2020
21/05/2020 0:00,Australian Capital Territory,Ventilator,0,21/05/2020
21/05/2020 0:00,New South Wales,Hospital,20,21/05/2020
21/05/2020 0:00,New South Wales,ICU,3,21/05/2020
21/05/2020 0:00,New South Wales,Ventilator,2,21/05/2020
21/05/2020 0:00,Northern Territory,Hospital,1,21/05/2020
21/05/2020 0:00,Northern Territory,ICU,0,21/05/2020
21/05/2020 0:00,Northern Territory,Ventilator,0,21/05/2020
21/05/2020 0:00,Queensland,Hospital,4,21/05/2020
21/05/2020 0:00,Queensland,ICU,1,21/05/2020
21/05/2020 0:00,Queensland,Ventilator,1,21/05/2020
21/05/2020 0:00,South Australia,Hospital,1,21/05/2020
21/05/2020 0:00,South Australia,ICU,0,21/05/2020
21/05/2020 0:00,South Australia,Ventilator,0,21/05/2020
21/05/2020 0:00,Tasmania,Hospital,5,21/05/2020
21/05/2020 0:00,Tasmania,ICU,0,21/05/2020
21/05/2020 0:00,Tasmania,Ventilator,0,21/05/2020
21/05/2020 0:00,Victoria,Hospital,10,21/05/2020
21/05/2020 0:00,Victoria,ICU,5,21/05/2020
21/05/2020 0:00,Victoria,Ventilator,4,21/05/2020
21/05/2020 0:00,Western Australia,Hospital,0,21/05/2020
21/05/2020 0:00,Western Australia,ICU,0,21/05/2020
21/05/2020 0:00,Western Australia,Ventilator,0,21/05/2020
22/05/2020 0:00,NA,Hospital,40,22/05/2020
22/05/2020 0:00,NA,ICU,7,22/05/2020
22/05/2020 0:00,NA,Ventilator,6,22/05/2020
22/05/2020 0:00,Australian Capital Territory,Hospital,0,22/05/2020
22/05/2020 0:00,Australian Capital Territory,ICU,0,22/05/2020
22/05/2020 0:00,Australian Capital Territory,Ventilator,0,22/05/2020
22/05/2020 0:00,New South Wales,Hospital,20,22/05/2020
22/05/2020 0:00,New South Wales,ICU,1,22/05/2020
22/05/2020 0:00,New South Wales,Ventilator,1,22/05/2020
22/05/2020 0:00,Northern Territory,Hospital,1,22/05/2020
22/05/2020 0:00,Northern Territory,ICU,0,22/05/2020
22/05/2020 0:00,Northern Territory,Ventilator,0,22/05/2020
22/05/2020 0:00,Queensland,Hospital,4,22/05/2020
22/05/2020 0:00,Queensland,ICU,1,22/05/2020
22/05/2020 0:00,Queensland,Ventilator,1,22/05/2020
22/05/2020 0:00,South Australia,Hospital,1,22/05/2020
22/05/2020 0:00,South Australia,ICU,0,22/05/2020
22/05/2020 0:00,South Australia,Ventilator,0,22/05/2020
22/05/2020 0:00,Tasmania,Hospital,4,22/05/2020
22/05/2020 0:00,Tasmania,ICU,0,22/05/2020
22/05/2020 0:00,Tasmania,Ventilator,0,22/05/2020
22/05/2020 0:00,Victoria,Hospital,10,22/05/2020
22/05/2020 0:00,Victoria,ICU,5,22/05/2020
22/05/2020 0:00,Victoria,Ventilator,4,22/05/2020
22/05/2020 0:00,Western Australia,Hospital,0,22/05/2020
22/05/2020 0:00,Western Australia,ICU,0,22/05/2020
22/05/2020 0:00,Western Australia,Ventilator,0,22/05/2020
23/05/2020 0:00,NA,Hospital,36,23/05/2020
23/05/2020 0:00,NA,ICU,5,23/05/2020
23/05/2020 0:00,NA,Ventilator,5,23/05/2020
23/05/2020 0:00,Australian Capital Territory,Hospital,0,23/05/2020
23/05/2020 0:00,Australian Capital Territory,ICU,0,23/05/2020
23/05/2020 0:00,Australian Capital Territory,Ventilator,0,23/05/2020
23/05/2020 0:00,New South Wales,Hospital,17,23/05/2020
23/05/2020 0:00,New South Wales,ICU,1,23/05/2020
23/05/2020 0:00,New South Wales,Ventilator,1,23/05/2020
23/05/2020 0:00,Northern Territory,Hospital,1,23/05/2020
23/05/2020 0:00,Northern Territory,ICU,0,23/05/2020
23/05/2020 0:00,Northern Territory,Ventilator,0,23/05/2020
23/05/2020 0:00,Queensland,Hospital,4,23/05/2020
23/05/2020 0:00,Queensland,ICU,1,23/05/2020
23/05/2020 0:00,Queensland,Ventilator,1,23/05/2020
23/05/2020 0:00,South Australia,Hospital,0,23/05/2020
23/05/2020 0:00,South Australia,ICU,0,23/05/2020
23/05/2020 0:00,South Australia,Ventilator,0,23/05/2020
23/05/2020 0:00,Tasmania,Hospital,4,23/05/2020
23/05/2020 0:00,Tasmania,ICU,0,23/05/2020
23/05/2020 0:00,Tasmania,Ventilator,0,23/05/2020
23/05/2020 0:00,Victoria,Hospital,10,23/05/2020
23/05/2020 0:00,Victoria,ICU,3,23/05/2020
23/05/2020 0:00,Victoria,Ventilator,3,23/05/2020
23/05/2020 0:00,Western Australia,Hospital,0,23/05/2020
23/05/2020 0:00,Western Australia,ICU,0,23/05/2020
23/05/2020 0:00,Western Australia,Ventilator,0,23/05/2020
24/05/2020 0:00,NA,Hospital,33,24/05/2020
24/05/2020 0:00,NA,ICU,5,24/05/2020
24/05/2020 0:00,NA,Ventilator,5,24/05/2020
24/05/2020 0:00,Australian Capital Territory,Hospital,0,24/05/2020
24/05/2020 0:00,Australian Capital Territory,ICU,0,24/05/2020
24/05/2020 0:00,Australian Capital Territory,Ventilator,0,24/05/2020
24/05/2020 0:00,New South Wales,Hospital,16,24/05/2020
24/05/2020 0:00,New South Wales,ICU,1,24/05/2020
24/05/2020 0:00,New South Wales,Ventilator,1,24/05/2020
24/05/2020 0:00,Northern Territory,Hospital,0,24/05/2020
24/05/2020 0:00,Northern Territory,ICU,0,24/05/2020
