state,state_abbrev,date_us,Attribute,Value
Western Australia,WA,26/03/2020,hosp_cum,0
Western Australia,WA,26/03/2020,icu_cum,0
Western Australia,WA,26/03/2020,vent_cum,0
South Australia,SA,26/03/2020,hosp_cum,0
South Australia,SA,26/03/2020,icu_cum,0
South Australia,SA,26/03/2020,vent_cum,0
Queensland,QLD,26/03/2020,hosp_cum,0
Queensland,QLD,26/03/2020,icu_cum,0
Queensland,QLD,26/03/2020,vent_cum,0
Victoria,VIC,26/03/2020,hosp_cum,0
Victoria,VIC,26/03/2020,icu_cum,0
Victoria,VIC,26/03/2020,vent_cum,0
New South Wales,NSW,26/03/2020,hosp_cum,0
New South Wales,NSW,26/03/2020,icu_cum,0
New South Wales,NSW,26/03/2020,vent_cum,0
Northern Territory,NT,27/03/2020,hosp_cum,0
Northern Territory,NT,27/03/2020,icu_cum,0
Northern Territory,NT,27/03/2020,vent_cum,0
Australian Capital Territory,ACT,27/03/2020,hosp_cum,0
Australian Capital Territory,ACT,27/03/2020,icu_cum,0
Australian Capital Territory,ACT,27/03/2020,vent_cum,0
Tasmania,TAS,27/03/2020,hosp_cum,0
Tasmania,TAS,27/03/2020,icu_cum,0
Tasmania,TAS,27/03/2020,vent_cum,0
South Australia,SA,27/03/2020,hosp_cum,0
South Australia,SA,27/03/2020,icu_cum,0
South Australia,SA,27/03/2020,vent_cum,0
Western Australia,WA,27/03/2020,hosp_cum,0
Western Australia,WA,27/03/2020,icu_cum,0
Western Australia,WA,27/03/2020,vent_cum,0
Victoria,VIC,27/03/2020,hosp_cum,0
Victoria,VIC,27/03/2020,icu_cum,0
Victoria,VIC,27/03/2020,vent_cum,0
Queensland,QLD,27/03/2020,hosp_cum,0
Queensland,QLD,27/03/2020,icu_cum,0
Queensland,QLD,27/03/2020,vent_cum,0
New South Wales,NSW,27/03/2020,hosp_cum,0
New South Wales,NSW,27/03/2020,icu_cum,0
New South Wales,NSW,27/03/2020,vent_cum,0
Northern Territory,NT,28/03/2020,hosp_cum,0
Northern Territory,NT,28/03/2020,icu_cum,0
Northern Territory,NT,28/03/2020,vent_cum,0
Tasmania,TAS,28/03/2020,hosp_cum,0
Tasmania,TAS,28/03/2020,icu_cum,0
Tasmania,TAS,28/03/2020,vent_cum,0
Australian Capital Territory,ACT,28/03/2020,hosp_cum,0
Australian Capital Territory,ACT,28/03/2020,icu_cum,0
Australian Capital Territory,ACT,28/03/2020,vent_cum,0
Western Australia,WA,28/03/2020,hosp_cum,0
Western Australia,WA,28/03/2020,icu_cum,0
Western Australia,WA,28/03/2020,vent_cum,0
South Australia,SA,28/03/2020,hosp_cum,0
South Australia,SA,28/03/2020,icu_cum,0
South Australia,SA,28/03/2020,vent_cum,0
Queensland,QLD,28/03/2020,hosp_cum,0
Queensland,QLD,28/03/2020,icu_cum,0
Queensland,QLD,28/03/2020,vent_cum,0
Victoria,VIC,28/03/2020,hosp_cum,0
Victoria,VIC,28/03/2020,icu_cum,0
Victoria,VIC,28/03/2020,vent_cum,0
New South Wales,NSW,28/03/2020,hosp_cum,0
New South Wales,NSW,28/03/2020,icu_cum,0
New South Wales,NSW,28/03/2020,vent_cum,0
Northern Territory,NT,29/03/2020,hosp_cum,0
Northern Territory,NT,29/03/2020,icu_cum,0
Northern Territory,NT,29/03/2020,vent_cum,0
Tasmania,TAS,29/03/2020,hosp_cum,0
Tasmania,TAS,29/03/2020,icu_cum,0
Tasmania,TAS,29/03/2020,vent_cum,0
Australian Capital Territory,ACT,29/03/2020,hosp_cum,0
Australian Capital Territory,ACT,29/03/2020,icu_cum,0
Australian Capital Territory,ACT,29/03/2020,vent_cum,0
South Australia,SA,29/03/2020,hosp_cum,0
South Australia,SA,29/03/2020,icu_cum,0
South Australia,SA,29/03/2020,vent_cum,0
Queensland,QLD,29/03/2020,hosp_cum,0
Queensland,QLD,29/03/2020,icu_cum,0
Queensland,QLD,29/03/2020,vent_cum,0
Western Australia,WA,29/03/2020,hosp_cum,0
Western Australia,WA,29/03/2020,icu_cum,0
Western Australia,WA,29/03/2020,vent_cum,0
Victoria,VIC,29/03/2020,hosp_cum,0
Victoria,VIC,29/03/2020,icu_cum,0
Victoria,VIC,29/03/2020,vent_cum,0
New South Wales,NSW,29/03/2020,hosp_cum,0
New South Wales,NSW,29/03/2020,icu_cum,0
New South Wales,NSW,29/03/2020,vent_cum,0
Northern Territory,NT,30/03/2020,hosp_cum,0
Northern Territory,NT,30/03/2020,icu_cum,0
Northern Territory,NT,30/03/2020,vent_cum,0
Australian Capital Territory,ACT,30/03/2020,hosp_cum,0
Australian Capital Territory,ACT,30/03/2020,icu_cum,0
Australian Capital Territory,ACT,30/03/2020,vent_cum,0
Tasmania,TAS,30/03/2020,hosp_cum,0
Tasmania,TAS,30/03/2020,icu_cum,0
Tasmania,TAS,30/03/2020,vent_cum,0
South Australia,SA,30/03/2020,hosp_cum,0
South Australia,SA,30/03/2020,icu_cum,0
South Australia,SA,30/03/2020,vent_cum,0
Queensland,QLD,30/03/2020,hosp_cum,0
Queensland,QLD,30/03/2020,icu_cum,0
Queensland,QLD,30/03/2020,vent_cum,0
Western Australia,WA,30/03/2020,hosp_cum,0
Western Australia,WA,30/03/2020,icu_cum,0
Western Australia,WA,30/03/2020,vent_cum,0
Victoria,VIC,30/03/2020,hosp_cum,0
Victoria,VIC,30/03/2020,icu_cum,0
Victoria,VIC,30/03/2020,vent_cum,0
New South Wales,NSW,30/03/2020,hosp_cum,0
New South Wales,NSW,30/03/2020,icu_cum,0
New South Wales,NSW,30/03/2020,vent_cum,0
Tasmania,TAS,31/03/2020,hosp_cum,0
Tasmania,TAS,31/03/2020,icu_cum,0
Tasmania,TAS,31/03/2020,vent_cum,0
Australian Capital Territory,ACT,31/03/2020,hosp_cum,0
Australian Capital Territory,ACT,31/03/2020,icu_cum,0
Australian Capital Territory,ACT,31/03/2020,vent_cum,0
Northern Territory,NT,31/03/2020,hosp_cum,0
Northern Territory,NT,31/03/2020,icu_cum,0
Northern Territory,NT,31/03/2020,vent_cum,0
Western Australia,WA,31/03/2020,hosp_cum,0
Western Australia,WA,31/03/2020,icu_cum,0
Western Australia,WA,31/03/2020,vent_cum,0
South Australia,SA,31/03/2020,hosp_cum,0
South Australia,SA,31/03/2020,icu_cum,0
South Australia,SA,31/03/2020,vent_cum,0
Queensland,QLD,31/03/2020,hosp_cum,0
Queensland,QLD,31/03/2020,icu_cum,0
Queensland,QLD,31/03/2020,vent_cum,0
Victoria,VIC,31/03/2020,hosp_cum,32
Victoria,VIC,31/03/2020,icu_cum,6
Victoria,VIC,31/03/2020,vent_cum,0
New South Wales,NSW,31/03/2020,hosp_cum,0
New South Wales,NSW,31/03/2020,icu_cum,0
New South Wales,NSW,31/03/2020,vent_cum,0
Northern Territory,NT,1/04/2020,hosp_cum,16
Northern Territory,NT,1/04/2020,icu_cum,1
Northern Territory,NT,1/04/2020,vent_cum,1
Tasmania,TAS,1/04/2020,hosp_cum,9
Tasmania,TAS,1/04/2020,icu_cum,0
Tasmania,TAS,1/04/2020,vent_cum,0
Australian Capital Territory,ACT,1/04/2020,hosp_cum,8
Australian Capital Territory,ACT,1/04/2020,icu_cum,2
Australian Capital Territory,ACT,1/04/2020,vent_cum,2
Western Australia,WA,1/04/2020,hosp_cum,24
Western Australia,WA,1/04/2020,icu_cum,8
Western Australia,WA,1/04/2020,vent_cum,0
South Australia,SA,1/04/2020,hosp_cum,23
South Australia,SA,1/04/2020,icu_cum,8
South Australia,SA,1/04/2020,vent_cum,0
Queensland,QLD,1/04/2020,hosp_cum,66
Queensland,QLD,1/04/2020,icu_cum,9
Queensland,QLD,1/04/2020,vent_cum,7
Victoria,VIC,1/04/2020,hosp_cum,36
Victoria,VIC,1/04/2020,icu_cum,6
Victoria,VIC,1/04/2020,vent_cum,0
New South Wales,NSW,1/04/2020,hosp_cum,218
New South Wales,NSW,1/04/2020,icu_cum,42
New South Wales,NSW,1/04/2020,vent_cum,23
Northern Territory,NT,2/04/2020,hosp_cum,18
Northern Territory,NT,2/04/2020,icu_cum,1
Northern Territory,NT,2/04/2020,vent_cum,1
Tasmania,TAS,2/04/2020,hosp_cum,10
Tasmania,TAS,2/04/2020,icu_cum,1
Tasmania,TAS,2/04/2020,vent_cum,0
Australian Capital Territory,ACT,2/04/2020,hosp_cum,11
Australian Capital Territory,ACT,2/04/2020,icu_cum,4
Australian Capital Territory,ACT,2/04/2020,vent_cum,2
Western Australia,WA,2/04/2020,hosp_cum,29
Western Australia,WA,2/04/2020,icu_cum,9
Western Australia,WA,2/04/2020,vent_cum,0
South Australia,SA,2/04/2020,hosp_cum,19
South Australia,SA,2/04/2020,icu_cum,7
South Australia,SA,2/04/2020,vent_cum,0
Queensland,QLD,2/04/2020,hosp_cum,60
Queensland,QLD,2/04/2020,icu_cum,9
Queensland,QLD,2/04/2020,vent_cum,8
Victoria,VIC,2/04/2020,hosp_cum,37
Victoria,VIC,2/04/2020,icu_cum,7
Victoria,VIC,2/04/2020,vent_cum,0
New South Wales,NSW,2/04/2020,hosp_cum,231
New South Wales,NSW,2/04/2020,icu_cum,43
New South Wales,NSW,2/04/2020,vent_cum,21
Northern Territory,NT,3/04/2020,hosp_cum,19
Northern Territory,NT,3/04/2020,icu_cum,1
Northern Territory,NT,3/04/2020,vent_cum,0
Australian Capital Territory,ACT,3/04/2020,hosp_cum,12
Australian Capital Territory,ACT,3/04/2020,icu_cum,8
Australian Capital Territory,ACT,3/04/2020,vent_cum,2
Tasmania,TAS,3/04/2020,hosp_cum,10
Tasmania,TAS,3/04/2020,icu_cum,1
Tasmania,TAS,3/04/2020,vent_cum,0
South Australia,SA,3/04/2020,hosp_cum,18
South Australia,SA,3/04/2020,icu_cum,8
South Australia,SA,3/04/2020,vent_cum,0
Western Australia,WA,3/04/2020,hosp_cum,29
Western Australia,WA,3/04/2020,icu_cum,9
Western Australia,WA,3/04/2020,vent_cum,0
Queensland,QLD,3/04/2020,hosp_cum,54
Queensland,QLD,3/04/2020,icu_cum,10
Queensland,QLD,3/04/2020,vent_cum,8
Victoria,VIC,3/04/2020,hosp_cum,37
Victoria,VIC,3/04/2020,icu_cum,7
Victoria,VIC,3/04/2020,vent_cum,0
New South Wales,NSW,3/04/2020,hosp_cum,231
New South Wales,NSW,3/04/2020,icu_cum,42
New South Wales,NSW,3/04/2020,vent_cum,22
Northern Territory,NT,4/04/2020,hosp_cum,23
Northern Territory,NT,4/04/2020,icu_cum,0
Northern Territory,NT,4/04/2020,vent_cum,0
Tasmania,TAS,4/04/2020,hosp_cum,11
Tasmania,TAS,4/04/2020,icu_cum,2
Tasmania,TAS,4/04/2020,vent_cum,0
Australian Capital Territory,ACT,4/04/2020,hosp_cum,6
Australian Capital Territory,ACT,4/04/2020,icu_cum,3
Australian Capital Territory,ACT,4/04/2020,vent_cum,2
South Australia,SA,4/04/2020,hosp_cum,19
South Australia,SA,4/04/2020,icu_cum,8
South Australia,SA,4/04/2020,vent_cum,0
Western Australia,WA,4/04/2020,hosp_cum,61
Western Australia,WA,4/04/2020,icu_cum,17
Western Australia,WA,4/04/2020,vent_cum,0
Queensland,QLD,4/04/2020,hosp_cum,47
Queensland,QLD,4/04/2020,icu_cum,11
Queensland,QLD,4/04/2020,vent_cum,8
Victoria,VIC,4/04/2020,hosp_cum,42
Victoria,VIC,4/04/2020,icu_cum,10
Victoria,VIC,4/04/2020,vent_cum,0
New South Wales,NSW,4/04/2020,hosp_cum,251
New South Wales,NSW,4/04/2020,icu_cum,41
New South Wales,NSW,4/04/2020,vent_cum,23
Northern Territory,NT,5/04/2020,hosp_cum,24
Northern Territory,NT,5/04/2020,icu_cum,0
Northern Territory,NT,5/04/2020,vent_cum,0
South Australia,SA,5/04/2020,hosp_cum,20
South Australia,SA,5/04/2020,icu_cum,10
South Australia,SA,5/04/2020,vent_cum,0
Australian Capital Territory,ACT,5/04/2020,hosp_cum,7
Australian Capital Territory,ACT,5/04/2020,icu_cum,3
Australian Capital Territory,ACT,5/04/2020,vent_cum,2
Tasmania,TAS,5/04/2020,hosp_cum,11
Tasmania,TAS,5/04/2020,icu_cum,2
Tasmania,TAS,5/04/2020,vent_cum,0
Queensland,QLD,5/04/2020,hosp_cum,43
Queensland,QLD,5/04/2020,icu_cum,12
Queensland,QLD,5/04/2020,vent_cum,8
Western Australia,WA,5/04/2020,hosp_cum,58
Western Australia,WA,5/04/2020,icu_cum,18
Western Australia,WA,5/04/2020,vent_cum,0
Victoria,VIC,5/04/2020,hosp_cum,47
Victoria,VIC,5/04/2020,icu_cum,11
Victoria,VIC,5/04/2020,vent_cum,0
New South Wales,NSW,5/04/2020,hosp_cum,250
New South Wales,NSW,5/04/2020,icu_cum,40
New South Wales,NSW,5/04/2020,vent_cum,23
Northern Territory,NT,6/04/2020,hosp_cum,24
Northern Territory,NT,6/04/2020,icu_cum,0
Northern Territory,NT,6/04/2020,vent_cum,0
Australian Capital Territory,ACT,6/04/2020,hosp_cum,7
Australian Capital Territory,ACT,6/04/2020,icu_cum,3
Australian Capital Territory,ACT,6/04/2020,vent_cum,2
South Australia,SA,6/04/2020,hosp_cum,20
South Australia,SA,6/04/2020,icu_cum,10
South Australia,SA,6/04/2020,vent_cum,0
Tasmania,TAS,6/04/2020,hosp_cum,11
Tasmania,TAS,6/04/2020,icu_cum,2
Tasmania,TAS,6/04/2020,vent_cum,0
Western Australia,WA,6/04/2020,hosp_cum,58
Western Australia,WA,6/04/2020,icu_cum,18
Western Australia,WA,6/04/2020,vent_cum,0
Queensland,QLD,6/04/2020,hosp_cum,43
Queensland,QLD,6/04/2020,icu_cum,12
Queensland,QLD,6/04/2020,vent_cum,10
Victoria,VIC,6/04/2020,hosp_cum,45
Victoria,VIC,6/04/2020,icu_cum,11
Victoria,VIC,6/04/2020,vent_cum,0
New South Wales,NSW,6/04/2020,hosp_cum,250
New South Wales,NSW,6/04/2020,icu_cum,40
New South Wales,NSW,6/04/2020,vent_cum,23
Northern Territory,NT,7/04/2020,hosp_cum,24
Northern Territory,NT,7/04/2020,icu_cum,0
Northern Territory,NT,7/04/2020,vent_cum,0
Australian Capital Territory,ACT,7/04/2020,hosp_cum,6
Australian Capital Territory,ACT,7/04/2020,icu_cum,3
Australian Capital Territory,ACT,7/04/2020,vent_cum,2
South Australia,SA,7/04/2020,hosp_cum,16
South Australia,SA,7/04/2020,icu_cum,10
South Australia,SA,7/04/2020,vent_cum,0
Tasmania,TAS,7/04/2020,hosp_cum,13
Tasmania,TAS,7/04/2020,icu_cum,2
Tasmania,TAS,7/04/2020,vent_cum,0
Western Australia,WA,7/04/2020,hosp_cum,54
Western Australia,WA,7/04/2020,icu_cum,15
Western Australia,WA,7/04/2020,vent_cum,0
Queensland,QLD,7/04/2020,hosp_cum,42
Queensland,QLD,7/04/2020,icu_cum,13
Queensland,QLD,7/04/2020,vent_cum,11
Victoria,VIC,7/04/2020,hosp_cum,47
Victoria,VIC,7/04/2020,icu_cum,13
Victoria,VIC,7/04/2020,vent_cum,0
New South Wales,NSW,7/04/2020,hosp_cum,103
New South Wales,NSW,7/04/2020,icu_cum,37
New South Wales,NSW,7/04/2020,vent_cum,24
Northern Territory,NT,8/04/2020,hosp_cum,24
Northern Territory,NT,8/04/2020,icu_cum,0
Northern Territory,NT,8/04/2020,vent_cum,0
Australian Capital Territory,ACT,8/04/2020,hosp_cum,4
Australian Capital Territory,ACT,8/04/2020,icu_cum,3
Australian Capital Territory,ACT,8/04/2020,vent_cum,2
South Australia,SA,8/04/2020,hosp_cum,16
South Australia,SA,8/04/2020,icu_cum,8
South Australia,SA,8/04/2020,vent_cum,0
Tasmania,TAS,8/04/2020,hosp_cum,13
Tasmania,TAS,8/04/2020,icu_cum,2
Tasmania,TAS,8/04/2020,vent_cum,0
Queensland,QLD,8/04/2020,hosp_cum,35
Queensland,QLD,8/04/2020,icu_cum,11
Queensland,QLD,8/04/2020,vent_cum,11
Western Australia,WA,8/04/2020,hosp_cum,34
Western Australia,WA,8/04/2020,icu_cum,15
Western Australia,WA,8/04/2020,vent_cum,0
Victoria,VIC,8/04/2020,hosp_cum,45
Victoria,VIC,8/04/2020,icu_cum,12
Victoria,VIC,8/04/2020,vent_cum,0
New South Wales,NSW,8/04/2020,hosp_cum,92
New South Wales,NSW,8/04/2020,icu_cum,36
New South Wales,NSW,8/04/2020,vent_cum,23
Northern Territory,NT,9/04/2020,hosp_cum,24
Northern Territory,NT,9/04/2020,icu_cum,0
Northern Territory,NT,9/04/2020,vent_cum,0
Australian Capital Territory,ACT,9/04/2020,hosp_cum,3
Australian Capital Territory,ACT,9/04/2020,icu_cum,2
Australian Capital Territory,ACT,9/04/2020,vent_cum,2
South Australia,SA,9/04/2020,hosp_cum,15
South Australia,SA,9/04/2020,icu_cum,6
South Australia,SA,9/04/2020,vent_cum,0
Tasmania,TAS,9/04/2020,hosp_cum,15
Tasmania,TAS,9/04/2020,icu_cum,2
Tasmania,TAS,9/04/2020,vent_cum,0
Queensland,QLD,9/04/2020,hosp_cum,33
Queensland,QLD,9/04/2020,icu_cum,12
Queensland,QLD,9/04/2020,vent_cum,12
Western Australia,WA,9/04/2020,hosp_cum,34
Western Australia,WA,9/04/2020,icu_cum,15
Western Australia,WA,9/04/2020,vent_cum,0
Victoria,VIC,9/04/2020,hosp_cum,50
Victoria,VIC,9/04/2020,icu_cum,13
Victoria,VIC,9/04/2020,vent_cum,0
New South Wales,NSW,9/04/2020,hosp_cum,88
New South Wales,NSW,9/04/2020,icu_cum,31
New South Wales,NSW,9/04/2020,vent_cum,22
Northern Territory,NT,10/04/2020,hosp_cum,24
Northern Territory,NT,10/04/2020,icu_cum,0
Northern Territory,NT,10/04/2020,vent_cum,0
Australian Capital Territory,ACT,10/04/2020,hosp_cum,4
Australian Capital Territory,ACT,10/04/2020,icu_cum,2
Australian Capital Territory,ACT,10/04/2020,vent_cum,2
South Australia,SA,10/04/2020,hosp_cum,15
South Australia,SA,10/04/2020,icu_cum,6
South Australia,SA,10/04/2020,vent_cum,0
Tasmania,TAS,10/04/2020,hosp_cum,8
Tasmania,TAS,10/04/2020,icu_cum,2
Tasmania,TAS,10/04/2020,vent_cum,0
Western Australia,WA,10/04/2020,hosp_cum,23
Western Australia,WA,10/04/2020,icu_cum,10
Western Australia,WA,10/04/2020,vent_cum,0
Queensland,QLD,10/04/2020,hosp_cum,36
Queensland,QLD,10/04/2020,icu_cum,12
Queensland,QLD,10/04/2020,vent_cum,12
Victoria,VIC,10/04/2020,hosp_cum,43
Victoria,VIC,10/04/2020,icu_cum,13
Victoria,VIC,10/04/2020,vent_cum,0
New South Wales,NSW,10/04/2020,hosp_cum,83
New South Wales,NSW,10/04/2020,icu_cum,29
New South Wales,NSW,10/04/2020,vent_cum,24
Northern Territory,NT,11/04/2020,hosp_cum,24
Northern Territory,NT,11/04/2020,icu_cum,0
Northern Territory,NT,11/04/2020,vent_cum,0
Australian Capital Territory,ACT,11/04/2020,hosp_cum,4
Australian Capital Territory,ACT,11/04/2020,icu_cum,2
Australian Capital Territory,ACT,11/04/2020,vent_cum,2
South Australia,SA,11/04/2020,hosp_cum,15
South Australia,SA,11/04/2020,icu_cum,7
South Australia,SA,11/04/2020,vent_cum,0
Western Australia,WA,11/04/2020,hosp_cum,39
Western Australia,WA,11/04/2020,icu_cum,12
Western Australia,WA,11/04/2020,vent_cum,0
Queensland,QLD,11/04/2020,hosp_cum,28
Queensland,QLD,11/04/2020,icu_cum,12
Queensland,QLD,11/04/2020,vent_cum,12
Tasmania,TAS,11/04/2020,hosp_cum,8
Tasmania,TAS,11/04/2020,icu_cum,2
Tasmania,TAS,11/04/2020,vent_cum,0
Victoria,VIC,11/04/2020,hosp_cum,44
Victoria,VIC,11/04/2020,icu_cum,15
Victoria,VIC,11/04/2020,vent_cum,0
New South Wales,NSW,11/04/2020,hosp_cum,78
New South Wales,NSW,11/04/2020,icu_cum,30
New South Wales,NSW,11/04/2020,vent_cum,24
New South Wales,NSW,12/04/2020,hosp_cum,78
New South Wales,NSW,12/04/2020,icu_cum,30
New South Wales,NSW,12/04/2020,vent_cum,22
Australian Capital Territory,ACT,12/04/2020,hosp_cum,3
Australian Capital Territory,ACT,12/04/2020,icu_cum,2
Australian Capital Territory,ACT,12/04/2020,vent_cum,2
Northern Territory,NT,12/04/2020,hosp_cum,22
Northern Territory,NT,12/04/2020,icu_cum,0
Northern Territory,NT,12/04/2020,vent_cum,0
South Australia,SA,12/04/2020,hosp_cum,14
South Australia,SA,12/04/2020,icu_cum,6
South Australia,SA,12/04/2020,vent_cum,0
Western Australia,WA,12/04/2020,hosp_cum,38
Western Australia,WA,12/04/2020,icu_cum,15
Western Australia,WA,12/04/2020,vent_cum,0
Victoria,VIC,12/04/2020,hosp_cum,44
Victoria,VIC,12/04/2020,icu_cum,14
Victoria,VIC,12/04/2020,vent_cum,0
Queensland,QLD,12/04/2020,hosp_cum,30
Queensland,QLD,12/04/2020,icu_cum,12
Queensland,QLD,12/04/2020,vent_cum,11
Tasmania,TAS,12/04/2020,hosp_cum,10
Tasmania,TAS,12/04/2020,icu_cum,2
Tasmania,TAS,12/04/2020,vent_cum,0
Northern Territory,NT,13/04/2020,hosp_cum,22
Northern Territory,NT,13/04/2020,icu_cum,0
Northern Territory,NT,13/04/2020,vent_cum,0
Australian Capital Territory,ACT,13/04/2020,hosp_cum,3
Australian Capital Territory,ACT,13/04/2020,icu_cum,2
Australian Capital Territory,ACT,13/04/2020,vent_cum,1
South Australia,SA,13/04/2020,hosp_cum,13
South Australia,SA,13/04/2020,icu_cum,6
South Australia,SA,13/04/2020,vent_cum,0
Queensland,QLD,13/04/2020,hosp_cum,23
Queensland,QLD,13/04/2020,icu_cum,11
Queensland,QLD,13/04/2020,vent_cum,11
Tasmania,TAS,13/04/2020,hosp_cum,11
Tasmania,TAS,13/04/2020,icu_cum,2
Tasmania,TAS,13/04/2020,vent_cum,0
Western Australia,WA,13/04/2020,hosp_cum,38
Western Australia,WA,13/04/2020,icu_cum,14
Western Australia,WA,13/04/2020,vent_cum,0
New South Wales,NSW,13/04/2020,hosp_cum,77
New South Wales,NSW,13/04/2020,icu_cum,30
New South Wales,NSW,13/04/2020,vent_cum,22
Victoria,VIC,13/04/2020,hosp_cum,40
Victoria,VIC,13/04/2020,icu_cum,14
Victoria,VIC,13/04/2020,vent_cum,12
Northern Territory,NT,14/04/2020,hosp_cum,22
Northern Territory,NT,14/04/2020,icu_cum,0
Northern Territory,NT,14/04/2020,vent_cum,0
Australian Capital Territory,ACT,14/04/2020,hosp_cum,3
Australian Capital Territory,ACT,14/04/2020,icu_cum,2
Australian Capital Territory,ACT,14/04/2020,vent_cum,1
South Australia,SA,14/04/2020,hosp_cum,11
South Australia,SA,14/04/2020,icu_cum,4
South Australia,SA,14/04/2020,vent_cum,0
Western Australia,WA,14/04/2020,hosp_cum,38
Western Australia,WA,14/04/2020,icu_cum,14
Western Australia,WA,14/04/2020,vent_cum,0
New South Wales,NSW,14/04/2020,hosp_cum,80
New South Wales,NSW,14/04/2020,icu_cum,32
New South Wales,NSW,14/04/2020,vent_cum,20
Victoria,VIC,14/04/2020,hosp_cum,40
Victoria,VIC,14/04/2020,icu_cum,15
Victoria,VIC,14/04/2020,vent_cum,12
Queensland,QLD,14/04/2020,hosp_cum,24
Queensland,QLD,14/04/2020,icu_cum,11
Queensland,QLD,14/04/2020,vent_cum,11
Tasmania,TAS,14/04/2020,hosp_cum,12
Tasmania,TAS,14/04/2020,icu_cum,2
Tasmania,TAS,14/04/2020,vent_cum,0
Northern Territory,NT,15/04/2020,hosp_cum,21
Northern Territory,NT,15/04/2020,icu_cum,0
Northern Territory,NT,15/04/2020,vent_cum,0
Australian Capital Territory,ACT,15/04/2020,hosp_cum,2
Australian Capital Territory,ACT,15/04/2020,icu_cum,1
Australian Capital Territory,ACT,15/04/2020,vent_cum,1
South Australia,SA,15/04/2020,hosp_cum,10
South Australia,SA,15/04/2020,icu_cum,4
South Australia,SA,15/04/2020,vent_cum,0
Queensland,QLD,15/04/2020,hosp_cum,23
Queensland,QLD,15/04/2020,icu_cum,11
Queensland,QLD,15/04/2020,vent_cum,10
Tasmania,TAS,15/04/2020,hosp_cum,13
Tasmania,TAS,15/04/2020,icu_cum,2
Tasmania,TAS,15/04/2020,vent_cum,0
Western Australia,WA,15/04/2020,hosp_cum,33
Western Australia,WA,15/04/2020,icu_cum,8
Western Australia,WA,15/04/2020,vent_cum,0
Victoria,VIC,15/04/2020,hosp_cum,39
Victoria,VIC,15/04/2020,icu_cum,18
Victoria,VIC,15/04/2020,vent_cum,12
New South Wales,NSW,15/04/2020,hosp_cum,73
New South Wales,NSW,15/04/2020,icu_cum,29
New South Wales,NSW,15/04/2020,vent_cum,19
Northern Territory,NT,16/04/2020,hosp_cum,20
Northern Territory,NT,16/04/2020,icu_cum,0
Northern Territory,NT,16/04/2020,vent_cum,0
Australian Capital Territory,ACT,16/04/2020,hosp_cum,2
Australian Capital Territory,ACT,16/04/2020,icu_cum,1
Australian Capital Territory,ACT,16/04/2020,vent_cum,0
South Australia,SA,16/04/2020,hosp_cum,10
South Australia,SA,16/04/2020,icu_cum,4
South Australia,SA,16/04/2020,vent_cum,0
Queensland,QLD,16/04/2020,hosp_cum,21
Queensland,QLD,16/04/2020,icu_cum,11
Queensland,QLD,16/04/2020,vent_cum,9
Victoria,VIC,16/04/2020,hosp_cum,36
Victoria,VIC,16/04/2020,icu_cum,17
Victoria,VIC,16/04/2020,vent_cum,9
Western Australia,WA,16/04/2020,hosp_cum,33
Western Australia,WA,16/04/2020,icu_cum,6
Western Australia,WA,16/04/2020,vent_cum,0
Tasmania,TAS,16/04/2020,hosp_cum,15
Tasmania,TAS,16/04/2020,icu_cum,2
Tasmania,TAS,16/04/2020,vent_cum,0
New South Wales,NSW,16/04/2020,hosp_cum,64
New South Wales,NSW,16/04/2020,icu_cum,26
New South Wales,NSW,16/04/2020,vent_cum,20
Northern Territory,NT,17/04/2020,hosp_cum,19
Northern Territory,NT,17/04/2020,icu_cum,0
Northern Territory,NT,17/04/2020,vent_cum,0
Australian Capital Territory,ACT,17/04/2020,hosp_cum,2
Australian Capital Territory,ACT,17/04/2020,icu_cum,1
Australian Capital Territory,ACT,17/04/2020,vent_cum,0
South Australia,SA,17/04/2020,hosp_cum,7
South Australia,SA,17/04/2020,icu_cum,1
South Australia,SA,17/04/2020,vent_cum,0
Victoria,VIC,17/04/2020,hosp_cum,32
Victoria,VIC,17/04/2020,icu_cum,13
Victoria,VIC,17/04/2020,vent_cum,9
Tasmania,TAS,17/04/2020,hosp_cum,16
Tasmania,TAS,17/04/2020,icu_cum,2
Tasmania,TAS,17/04/2020,vent_cum,0
Western Australia,WA,17/04/2020,hosp_cum,34
Western Australia,WA,17/04/2020,icu_cum,6
Western Australia,WA,17/04/2020,vent_cum,0
Queensland,QLD,17/04/2020,hosp_cum,19
Queensland,QLD,17/04/2020,icu_cum,11
Queensland,QLD,17/04/2020,vent_cum,9
New South Wales,NSW,17/04/2020,hosp_cum,63
New South Wales,NSW,17/04/2020,icu_cum,26
New South Wales,NSW,17/04/2020,vent_cum,20
Northern Territory,NT,18/04/2020,hosp_cum,17
Northern Territory,NT,18/04/2020,icu_cum,0
Northern Territory,NT,18/04/2020,vent_cum,0
Australian Capital Territory,ACT,18/04/2020,hosp_cum,1
Australian Capital Territory,ACT,18/04/2020,icu_cum,1
Australian Capital Territory,ACT,18/04/2020,vent_cum,0
South Australia,SA,18/04/2020,hosp_cum,7
South Australia,SA,18/04/2020,icu_cum,1
South Australia,SA,18/04/2020,vent_cum,0
Western Australia,WA,18/04/2020,hosp_cum,33
Western Australia,WA,18/04/2020,icu_cum,6
